employee_id,week_number,burnout_label,tasks_planned,tasks_completed,completion_rate,rework_count,focus_sessions,avg_focus_duration,context_switches,idle_time_mins,work_hours_per_day,after_hours_logins,breaks_taken,weekend_work_days,error_rate,submission_delays,revision_requests,mental_fatigue_score
E050,13,High,11,5,0.496,2,2,21.1,16,102.1,10.0,5,0,2,0.453,6,6,8.9
E050,14,High,11,6,0.59,2,2,25.3,21,125.4,11.1,5,0,2,0.382,4,8,9.5
E050,15,High,16,4,0.304,1,1,20.3,15,152.1,13.9,5,1,1,0.278,4,5,8.3
E050,16,High,14,7,0.553,2,1,19.4,15,113.7,10.9,7,0,2,0.335,4,5,8.8
E051,1,Low,10,9,0.978,0,5,93.7,3,39.0,7.7,0,5,0,0.077,0,1,2.9
E051,2,Low,17,16,0.957,0,4,63.9,5,23.6,7.9,1,5,0,0.042,1,1,2.7
E051,3,Low,10,9,0.903,0,4,72.6,4,17.0,7.1,1,4,0,0.051,1,0,3.0
E051,4,Low,17,15,0.918,0,5,62.9,5,12.7,7.3,0,5,0,0.043,1,1,2.3
E051,5,Low,16,13,0.852,0,6,107.0,5,4.7,9.0,1,3,0,0.022,1,0,1.1
E051,6,Low,16,15,0.979,0,5,71.5,5,0.9,8.3,0,5,0,0.036,0,0,2.3
E051,7,Medium,16,11,0.699,1,3,37.8,11,91.5,9.4,3,1,0,0.117,2,4,4.9
E051,8,Medium,12,9,0.823,2,4,49.3,8,90.6,9.6,2,1,0,0.235,2,3,5.6
E051,9,Medium,17,11,0.698,1,4,39.3,12,57.7,9.0,2,2,1,0.108,3,2,5.8
E051,10,Medium,12,8,0.749,1,3,49.6,12,63.5,10.5,2,2,0,0.147,2,2,4.2
E051,11,Medium,12,7,0.653,0,3,35.4,9,88.0,11.7,2,1,1,0.128,3,3,6.0
E051,12,High,13,4,0.347,1,1,16.3,17,144.3,12.4,6,1,1,0.423,5,5,7.3
E051,13,High,11,6,0.629,1,1,13.7,15,136.2,13.4,7,0,2,0.313,4,5,9.8
E051,14,High,12,5,0.421,1,1,19.0,19,163.5,12.6,7,1,2,0.256,4,7,9.3
E051,15,High,9,4,0.516,1,1,11.9,16,144.6,13.1,5,1,1,0.294,5,8,9.9
E051,16,High,8,4,0.599,1,2,26.3,19,164.3,12.6,7,1,2,0.454,6,6,9.5
E052,1,Low,12,10,0.912,0,5,119.6,5,2.7,8.2,0,5,0,0.07,0,1,2.8
E052,2,Low,11,10,0.953,0,6,77.6,2,36.8,8.8,0,5,0,0.036,1,0,1.8
E052,3,Low,10,8,0.88,0,5,111.7,2,10.7,7.7,1,3,0,0.038,1,1,1.3
E052,4,Low,13,12,0.983,0,6,87.8,4,5.5,8.6,0,3,0,0.052,0,0,1.3
E052,5,Low,17,15,0.91,0,6,99.3,2,21.7,8.1,0,3,0,0.051,0,0,1.8
E052,6,Low,12,11,0.979,0,5,112.8,2,16.3,8.4,0,3,0,0.029,0,0,1.7
E052,7,Medium,16,13,0.839,2,3,57.1,11,97.0,11.9,4,1,0,0.197,2,2,5.7
E052,8,Medium,8,6,0.837,1,3,30.6,7,88.0,10.0,3,1,1,0.203,2,3,4.4
E052,9,Medium,11,8,0.753,1,2,38.7,8,73.3,11.8,4,1,0,0.191,2,2,4.8
E052,10,Medium,9,6,0.7,0,2,44.9,13,66.4,9.3,3,2,0,0.13,2,3,4.5
E052,11,Medium,10,7,0.721,1,2,44.4,9,52.2,9.5,2,2,0,0.246,2,4,5.8
E052,12,High,10,4,0.488,1,2,10.3,18,114.2,11.0,6,0,2,0.305,6,8,8.6
E052,13,High,8,2,0.32,0,2,20.0,16,156.8,12.1,5,0,2,0.5,6,7,9.6
E052,14,High,17,7,0.415,1,2,18.3,19,107.0,10.9,6,0,2,0.256,4,8,7.0
E052,15,High,12,3,0.302,1,2,29.3,17,173.1,11.7,5,1,1,0.457,5,5,8.9
E052,16,High,8,4,0.608,1,2,20.1,19,117.2,12.6,6,1,2,0.357,5,7,9.5
E053,1,Low,8,6,0.855,0,4,114.0,5,12.5,8.5,0,3,0,0.077,1,1,2.2
E053,2,Low,15,13,0.882,1,5,77.0,2,6.1,8.6,1,3,0,0.079,1,1,1.2
E053,3,Low,12,10,0.914,0,6,96.0,4,11.3,7.5,0,5,0,0.022,0,1,2.5
E053,4,Low,16,13,0.869,0,6,102.5,5,7.9,7.5,1,5,0,0.042,0,1,1.8
E053,5,Low,12,10,0.913,0,6,61.2,2,32.2,7.5,1,4,0,0.055,0,0,1.1
E053,6,Low,15,13,0.91,0,4,114.5,4,10.5,8.1,1,5,0,0.062,1,1,1.2
E053,7,Medium,12,9,0.797,1,4,34.3,9,59.2,9.5,2,1,0,0.171,2,3,5.5
E053,8,Medium,15,10,0.672,1,3,56.9,6,70.6,10.9,3,2,0,0.173,3,2,5.5
E053,9,Medium,14,10,0.714,1,4,59.8,11,85.2,9.8,3,1,0,0.106,3,2,5.2
E053,10,Medium,15,12,0.811,1,3,48.6,6,82.6,10.8,4,2,1,0.151,2,3,4.6
E053,11,Medium,9,5,0.664,0,3,34.1,13,79.0,10.0,3,2,0,0.188,2,4,4.0
E053,12,High,11,6,0.621,1,1,16.2,18,146.7,13.7,5,0,2,0.325,5,5,9.6
E053,13,High,15,8,0.549,2,1,20.2,19,135.1,10.2,5,0,2,0.374,4,5,9.8
E053,14,High,15,5,0.373,2,1,22.2,19,149.8,12.0,6,1,2,0.446,5,7,9.1
E053,15,High,17,8,0.492,3,1,23.8,15,173.4,10.5,7,1,1,0.479,5,7,7.5
E053,16,High,16,9,0.611,4,1,14.3,14,174.7,13.8,5,1,1,0.453,5,8,9.2
E054,1,Low,12,10,0.897,0,5,109.9,4,34.0,7.6,1,3,0,0.05,1,1,2.9
E054,2,Low,13,12,0.992,0,4,69.5,3,31.2,8.5,0,5,0,0.072,0,1,1.2
E054,3,Low,8,7,0.998,0,5,71.7,5,34.9,7.4,1,4,0,0.049,0,0,2.7
E054,4,Low,11,10,0.96,0,4,62.3,2,26.1,8.0,0,3,0,0.02,1,1,2.7
E054,5,Low,11,10,0.959,0,5,100.1,5,5.9,8.6,1,3,0,0.061,0,1,2.5
E054,6,Low,14,12,0.909,0,6,78.9,4,12.1,8.7,1,3,0,0.076,1,1,2.2
E054,7,Medium,16,10,0.651,1,4,53.2,10,59.4,10.9,2,2,1,0.151,3,4,5.0
E054,8,Medium,13,10,0.774,1,2,46.7,10,88.2,10.6,3,2,0,0.182,3,2,5.2
E054,9,Medium,10,6,0.665,1,2,46.6,9,78.7,11.1,2,1,0,0.197,3,3,5.1
E054,10,Medium,8,6,0.829,1,3,45.4,8,55.1,9.6,2,2,0,0.194,2,2,4.3
E054,11,Medium,16,11,0.721,2,3,31.4,7,71.5,11.2,2,1,1,0.184,3,2,4.8
E054,12,High,10,4,0.469,1,1,25.2,21,129.4,10.3,5,0,1,0.273,5,7,8.9
E054,13,High,14,7,0.524,2,1,25.9,17,138.8,11.2,6,0,1,0.377,5,6,10.0
E054,14,High,8,3,0.418,1,2,14.9,16,166.7,11.8,5,1,2,0.394,5,5,8.9
E054,15,High,14,4,0.349,1,2,18.6,15,120.5,11.8,7,1,2,0.379,5,6,9.8
E054,16,High,15,5,0.338,1,2,16.3,20,123.4,11.4,6,0,2,0.324,6,7,9.8
E055,1,Low,13,12,0.966,0,6,109.5,3,20.2,7.1,0,5,0,0.073,0,0,1.8
E055,2,Low,8,7,0.949,0,6,103.1,5,30.5,8.4,0,3,0,0.04,1,0,1.7
E055,3,Low,17,15,0.916,0,4,68.3,2,34.2,8.6,0,3,0,0.043,1,1,1.2
E055,4,Low,10,9,0.955,0,6,67.2,5,11.6,7.2,0,4,0,0.043,1,1,2.6
E055,5,Low,14,12,0.869,0,6,68.1,3,37.2,8.6,1,3,0,0.05,1,0,2.4
E055,6,Low,8,7,0.886,0,4,97.4,5,24.1,9.0,1,5,0,0.072,1,0,1.9
E055,7,Medium,17,13,0.817,1,2,56.8,8,64.9,10.8,4,2,0,0.137,2,4,5.4
E055,8,Medium,12,9,0.798,1,2,53.9,12,59.4,10.4,3,2,1,0.18,3,2,4.1
E055,9,Medium,11,8,0.789,1,4,42.6,11,64.4,10.2,3,1,0,0.128,3,3,5.6
E055,10,Medium,8,5,0.682,0,4,49.7,12,76.3,11.0,2,2,0,0.116,3,4,4.7
E055,11,Medium,12,9,0.832,1,2,38.3,8,50.3,9.8,2,2,0,0.166,3,3,4.2
E055,12,High,9,4,0.504,1,1,14.6,16,174.8,10.0,7,0,1,0.352,5,6,9.0
E055,13,High,13,5,0.456,1,2,24.6,18,124.9,13.9,7,1,2,0.389,5,8,8.4
E055,14,High,9,2,0.332,0,2,20.8,21,154.3,12.3,7,0,1,0.282,5,7,8.2
E055,15,High,10,5,0.538,1,2,25.8,17,119.3,12.2,5,0,2,0.351,6,8,8.0
E055,16,High,13,7,0.61,3,2,25.8,17,107.4,12.4,5,0,2,0.456,6,7,8.5
E056,1,Low,12,11,0.917,0,6,104.2,3,3.9,8.5,0,5,0,0.064,0,1,1.0
E056,2,Low,16,14,0.912,0,5,101.7,4,20.5,7.3,1,4,0,0.047,0,1,1.5
E056,3,Low,14,13,0.975,0,6,74.9,5,8.7,8.6,1,4,0,0.03,0,1,1.3
E056,4,Low,9,8,0.966,0,6,101.2,4,7.1,8.5,0,5,0,0.054,0,1,1.6
E056,5,Low,13,11,0.896,0,4,105.5,5,15.2,8.4,0,3,0,0.021,1,1,1.8
E056,6,Low,9,8,0.974,0,5,65.3,3,33.6,8.3,1,4,0,0.058,1,0,2.9
E056,7,Medium,12,9,0.759,1,4,50.1,10,92.5,11.4,2,2,0,0.174,2,4,5.0
E056,8,Medium,12,8,0.684,1,3,44.8,11,49.9,10.1,2,2,1,0.206,2,3,5.1
E056,9,Medium,8,5,0.744,0,4,41.1,8,61.4,9.7,4,2,1,0.192,3,4,4.4
E056,10,Medium,12,10,0.836,1,4,36.2,11,94.3,10.0,4,2,0,0.166,2,2,4.7
E056,11,Medium,8,6,0.762,0,3,43.8,9,81.6,11.7,2,2,0,0.109,2,4,5.5
E056,12,High,13,5,0.41,1,2,27.1,21,144.9,10.9,7,0,2,0.27,5,5,9.5
E056,13,High,14,8,0.59,3,1,13.8,20,166.4,11.7,7,1,1,0.452,4,8,8.8
E056,14,High,10,3,0.365,1,1,11.6,17,106.0,11.0,7,0,2,0.481,4,8,7.1
E056,15,High,14,5,0.402,1,1,24.3,20,142.8,13.5,7,0,2,0.335,4,5,8.7
E056,16,High,8,2,0.332,0,2,17.6,14,161.1,12.2,7,1,1,0.422,6,7,8.7
E057,1,Low,8,7,0.897,0,4,84.4,3,11.9,7.1,0,4,0,0.025,1,0,1.1
E057,2,Low,8,6,0.867,0,4,113.8,2,23.9,7.5,1,4,0,0.051,0,1,2.1
E057,3,Low,16,15,0.998,0,4,106.6,4,24.9,8.1,1,4,0,0.036,1,0,1.7
E057,4,Low,14,12,0.894,0,4,75.8,3,29.0,7.5,1,4,0,0.063,1,1,1.2
E057,5,Low,15,14,0.996,0,4,62.7,2,22.5,7.3,1,3,0,0.047,1,1,1.3
E057,6,Low,17,16,0.979,0,5,82.8,2,12.2,9.0,1,4,0,0.06,1,0,1.9
E057,7,Medium,13,10,0.805,2,2,51.5,10,94.6,10.5,4,2,1,0.209,3,3,4.3
E057,8,Medium,10,7,0.763,1,2,59.4,8,44.7,10.1,3,1,0,0.144,3,2,5.6
E057,9,Medium,12,8,0.67,1,4,30.2,12,66.0,10.5,4,2,1,0.207,2,3,5.7
E057,10,Medium,13,9,0.761,1,3,42.8,12,67.9,10.8,4,2,1,0.184,3,2,4.8
E057,11,Medium,11,7,0.684,0,3,48.3,11,75.3,9.2,4,1,1,0.111,2,2,5.2
E057,12,High,9,4,0.46,1,2,15.5,19,131.6,11.3,7,0,2,0.418,4,6,8.4
E057,13,High,16,10,0.636,2,1,24.6,15,174.7,11.5,7,0,2,0.255,6,5,9.0
E057,14,High,17,5,0.311,1,1,11.4,17,127.7,11.4,6,1,2,0.277,6,7,7.1
E057,15,High,12,6,0.581,2,1,12.3,16,127.0,11.2,6,1,1,0.457,5,8,8.5
E057,16,High,15,8,0.567,2,2,26.7,21,146.6,11.0,6,1,1,0.335,4,6,9.7
E058,1,Low,17,15,0.923,0,6,84.1,4,6.2,7.4,1,4,0,0.04,1,0,2.5
E058,2,Low,11,9,0.873,0,5,76.5,3,13.5,7.0,0,4,0,0.045,1,1,2.0
E058,3,Low,17,15,0.903,0,4,90.6,5,9.0,8.5,1,3,0,0.029,1,1,1.1
E058,4,Low,10,8,0.886,0,4,114.6,5,30.9,7.3,1,5,0,0.059,0,0,2.6
E058,5,Low,13,11,0.887,0,6,104.2,2,18.7,7.8,0,5,0,0.078,1,0,2.4
E058,6,Low,13,11,0.875,0,6,85.4,3,2.9,7.8,0,3,0,0.043,0,0,2.2
E058,7,Medium,17,11,0.694,1,2,58.7,13,81.7,9.3,4,1,0,0.141,2,4,5.8
E058,8,Medium,14,10,0.733,2,3,53.8,13,70.1,10.0,4,2,1,0.201,3,4,5.1
E058,9,Medium,17,12,0.71,2,2,38.6,13,97.3,10.4,4,1,1,0.184,3,2,4.4
E058,10,Medium,13,10,0.827,1,3,46.8,7,92.2,10.1,3,1,1,0.108,3,4,5.2
E058,11,Medium,11,8,0.799,0,4,45.5,8,63.3,9.5,2,2,1,0.121,3,3,5.2
E058,12,High,17,7,0.412,2,1,24.4,17,125.0,13.3,5,0,2,0.366,5,7,8.1
E058,13,High,8,3,0.393,0,1,18.8,18,125.5,13.1,6,0,1,0.308,6,7,8.2
E058,14,High,16,5,0.368,2,2,24.3,16,172.9,12.0,6,1,1,0.466,4,6,7.6
E058,15,High,17,8,0.52,2,2,14.5,18,138.3,10.1,7,1,1,0.292,6,8,9.3
E058,16,High,12,6,0.543,1,1,15.2,18,177.3,13.3,5,1,2,0.283,6,7,9.5
E059,1,Low,16,15,0.962,0,5,103.6,4,0.7,7.6,1,5,0,0.021,1,1,2.7
E059,2,Low,17,16,0.975,1,6,101.3,3,26.8,8.3,0,5,0,0.07,1,1,1.7
E059,3,Low,14,13,0.965,0,5,76.2,3,3.2,7.1,0,3,0,0.076,0,0,2.5
E059,4,Low,16,15,0.992,0,5,81.3,5,25.4,8.5,1,5,0,0.031,1,0,1.7
E059,5,Low,11,9,0.878,0,6,92.0,3,21.5,9.0,0,5,0,0.026,0,1,1.1
E059,6,Low,16,15,0.991,0,5,106.1,5,25.9,7.1,0,3,0,0.025,1,0,2.2
E059,7,Medium,11,8,0.748,1,3,56.1,9,78.7,10.2,2,2,0,0.13,3,3,5.4
E059,8,Medium,12,8,0.732,1,4,52.2,7,75.6,9.0,2,2,1,0.224,3,4,4.6
E059,9,Medium,11,8,0.782,1,2,43.8,9,56.5,10.9,2,2,0,0.202,3,4,5.0
E059,10,Medium,8,6,0.818,0,3,46.1,13,61.9,9.0,4,1,1,0.124,3,3,4.2
E059,11,Medium,16,12,0.8,2,2,51.9,13,99.8,11.4,3,2,1,0.207,3,2,5.6
E059,12,High,9,3,0.425,1,1,10.1,17,151.7,13.9,5,1,1,0.46,6,6,9.6
E059,13,High,12,5,0.491,2,1,13.1,18,167.9,12.1,5,1,2,0.495,6,5,8.9
E059,14,High,17,6,0.367,1,1,15.8,16,122.9,12.1,7,1,2,0.293,4,7,7.2
E059,15,High,14,7,0.565,1,2,21.1,14,165.8,12.3,6,0,2,0.264,4,6,7.8
E059,16,High,16,5,0.363,1,1,14.3,17,106.7,13.2,6,1,2,0.275,5,5,9.0
E060,1,Low,11,9,0.856,0,4,82.4,4,16.5,8.9,1,4,0,0.078,0,1,2.3
E060,2,Low,9,8,0.906,0,6,114.5,3,30.2,7.9,1,4,0,0.036,1,0,1.7
E060,3,Low,11,9,0.896,0,4,112.2,5,20.9,8.3,0,5,0,0.055,1,0,2.4
E060,4,Low,8,7,0.973,0,4,118.9,3,0.1,7.6,0,4,0,0.048,0,1,2.7
E060,5,Low,17,14,0.88,0,4,77.4,4,17.1,7.3,1,4,0,0.046,0,1,2.3
E060,6,Low,15,13,0.888,0,6,104.5,2,32.1,8.6,0,3,0,0.067,0,1,2.7
E060,7,Medium,12,8,0.743,1,2,51.5,12,50.7,9.9,3,1,1,0.246,3,4,4.1
E060,8,Medium,10,8,0.81,1,3,44.6,10,63.6,10.8,4,2,1,0.19,3,3,5.8
E060,9,Medium,8,6,0.766,0,4,39.7,11,80.5,10.0,4,1,0,0.149,3,4,5.6
E060,10,Medium,16,13,0.813,2,2,58.4,10,55.0,11.1,3,1,1,0.191,2,4,5.7
E060,11,Medium,13,10,0.828,1,4,52.9,13,85.8,11.1,2,2,1,0.15,2,4,4.0
E060,12,High,16,7,0.49,1,1,12.0,19,148.3,13.0,7,1,2,0.252,5,7,7.5
E060,13,High,12,4,0.395,1,2,23.1,19,121.6,12.0,7,1,2,0.474,4,6,8.0
E060,14,High,10,3,0.399,1,2,27.3,19,173.8,10.6,7,1,2,0.406,6,7,7.3
E060,15,High,13,4,0.309,1,1,29.7,21,170.8,12.8,7,0,2,0.381,5,6,8.3
E060,16,High,9,4,0.479,1,1,20.7,15,103.0,12.3,7,0,1,0.413,5,8,9.3
E061,1,Low,14,13,0.985,0,6,116.2,2,7.7,7.2,1,4,0,0.028,0,1,2.3
E061,2,Low,9,7,0.859,0,4,114.5,5,22.3,8.3,0,5,0,0.022,1,1,2.4
E061,3,Low,8,6,0.859,0,5,73.6,5,12.5,7.7,1,3,0,0.079,1,0,1.8
E061,4,Low,16,14,0.895,0,4,91.9,4,24.7,9.0,0,4,0,0.062,1,0,1.5
E061,5,Low,13,12,0.951,0,5,70.1,2,22.2,7.6,0,5,0,0.058,1,0,2.3
E061,6,Low,15,14,0.987,0,4,105.3,4,39.6,8.4,1,5,0,0.024,0,1,2.0
E061,7,Medium,17,12,0.764,2,4,36.0,13,77.4,10.4,2,2,1,0.197,3,4,5.1
E061,8,Medium,12,8,0.705,1,4,56.0,10,77.5,11.3,3,1,1,0.229,3,2,5.8
E061,9,Medium,15,10,0.703,2,2,37.7,11,53.9,11.7,2,1,1,0.222,3,4,4.8
E061,10,Medium,9,6,0.674,1,4,40.3,13,92.4,10.4,4,1,0,0.171,3,4,5.7
E061,11,Medium,10,7,0.781,1,4,48.8,13,66.8,10.2,3,2,0,0.156,3,4,5.0
E061,12,High,12,3,0.333,1,2,13.4,14,115.0,10.1,5,1,2,0.472,4,7,9.2
E061,13,High,14,7,0.559,2,1,14.9,15,141.7,10.7,7,1,2,0.29,4,8,9.4
E061,14,High,12,6,0.548,2,1,22.6,20,168.1,12.7,7,1,2,0.477,6,5,8.9
E061,15,High,9,3,0.357,0,1,11.8,20,122.6,11.0,5,0,2,0.255,4,6,9.1
E061,16,High,8,2,0.366,0,2,17.6,18,126.4,13.4,7,0,2,0.492,6,5,8.0
E062,1,Low,16,13,0.853,0,6,92.8,2,20.2,7.7,0,4,0,0.051,0,1,2.5
E062,2,Low,14,11,0.853,0,5,79.3,5,1.6,7.8,1,3,0,0.021,1,1,2.0
E062,3,Low,17,14,0.863,1,4,100.8,2,28.5,8.9,1,5,0,0.077,0,0,1.1
E062,4,Low,17,16,0.967,0,5,65.3,4,1.6,8.2,0,4,0,0.056,1,1,2.2
E062,5,Low,13,11,0.906,0,4,104.9,2,4.4,7.2,0,4,0,0.026,1,1,1.3
E062,6,Low,10,9,0.982,0,6,100.6,3,32.8,8.6,0,4,0,0.035,0,1,2.6
E062,7,Medium,12,8,0.72,1,3,37.8,11,40.2,9.1,4,1,0,0.146,3,3,4.6
E062,8,Medium,8,5,0.687,0,2,51.3,8,65.6,10.7,2,1,0,0.129,3,2,4.5
E062,9,Medium,16,12,0.799,2,4,31.8,6,54.0,10.5,2,2,1,0.192,2,3,5.4
E062,10,Medium,15,10,0.698,1,3,53.4,12,91.5,9.4,3,1,1,0.168,3,2,4.9
E062,11,Medium,13,9,0.693,1,3,44.8,13,74.7,11.1,4,2,1,0.171,2,4,5.2
E062,12,High,11,4,0.428,1,2,13.1,20,170.4,13.6,7,0,2,0.346,5,6,8.3
E062,13,High,11,5,0.505,1,2,12.5,20,172.4,12.0,7,1,1,0.398,6,6,7.2
E062,14,High,14,8,0.577,2,2,11.0,16,156.6,11.0,5,0,1,0.255,5,5,9.9
E062,15,High,15,9,0.601,3,1,26.2,18,143.6,10.2,6,0,1,0.35,4,6,7.8
E062,16,High,8,3,0.436,0,1,29.5,20,165.4,12.3,7,1,2,0.288,6,7,9.4
E063,1,Low,12,10,0.893,0,4,101.9,3,6.3,8.3,1,5,0,0.036,0,1,2.5
E063,2,Low,9,8,0.967,0,5,80.8,4,33.5,7.2,0,5,0,0.025,0,1,1.9
E063,3,Low,14,13,0.949,0,6,90.0,4,5.8,8.6,1,4,0,0.057,1,1,1.3
E063,4,Low,13,11,0.909,0,5,88.6,2,0.0,8.2,0,3,0,0.073,1,1,1.6
E063,5,Low,15,13,0.906,0,4,70.1,4,20.2,8.1,0,5,0,0.051,0,0,2.9
E063,6,Low,8,7,0.904,0,6,63.1,3,22.9,8.7,1,3,0,0.028,0,1,1.9
E063,7,Medium,17,12,0.712,1,4,44.6,9,84.1,11.2,4,1,0,0.137,3,2,5.7
E063,8,Medium,15,12,0.809,1,3,46.0,7,54.8,9.0,2,1,1,0.146,3,3,5.2
E063,9,Medium,15,11,0.764,1,3,31.1,8,44.0,10.6,4,2,0,0.165,2,3,5.0
E063,10,Medium,17,11,0.698,2,2,46.7,12,81.9,11.3,2,1,0,0.193,3,3,5.5
E063,11,Medium,12,9,0.829,1,4,50.4,11,45.4,9.4,3,2,0,0.187,3,4,5.8
E063,12,High,12,3,0.315,0,2,25.2,20,131.9,11.2,6,1,1,0.333,6,6,8.7
E063,13,High,14,8,0.579,3,2,22.2,17,113.7,11.2,6,0,1,0.488,6,5,7.9
E063,14,High,15,6,0.448,2,2,19.4,20,146.7,13.0,7,0,2,0.465,6,8,8.0
E063,15,High,17,10,0.626,3,2,28.8,19,103.7,12.8,5,0,1,0.348,5,8,7.8
E063,16,High,15,8,0.587,2,2,13.8,17,172.5,13.6,6,1,2,0.322,6,5,8.1
E064,1,Low,10,9,0.921,0,4,100.7,2,12.9,7.2,1,5,0,0.068,0,1,2.6
E064,2,Low,16,15,0.939,0,5,75.2,3,0.7,7.7,1,4,0,0.023,1,0,1.4
E064,3,Low,10,9,0.949,0,4,79.5,5,8.3,8.3,1,4,0,0.065,1,0,2.1
E064,4,Low,15,13,0.871,0,4,95.6,5,20.5,8.9,1,4,0,0.03,1,1,1.6
E064,5,Low,12,11,0.936,0,6,83.8,2,33.5,8.1,1,4,0,0.055,0,1,1.8
E064,6,Low,17,16,0.952,0,4,86.6,4,28.7,8.5,0,3,0,0.045,0,1,1.5
E064,7,Medium,12,8,0.691,1,3,50.6,9,90.9,12.0,2,1,1,0.154,3,4,5.8
E064,8,Medium,14,10,0.764,2,4,46.2,7,83.8,11.5,3,2,0,0.232,3,2,4.8
E064,9,Medium,11,7,0.651,0,3,51.1,12,67.7,9.8,2,1,1,0.133,3,4,4.9
E064,10,Medium,9,6,0.758,0,4,47.9,6,97.3,9.7,3,1,0,0.116,3,3,4.5
E064,11,Medium,16,11,0.709,1,3,31.2,7,97.3,9.6,4,1,0,0.111,3,4,5.5
E064,12,High,15,5,0.345,2,2,18.9,14,121.1,10.3,6,0,1,0.407,5,7,9.0
E064,13,High,17,8,0.524,3,1,15.7,19,110.9,13.6,6,1,2,0.488,6,7,7.7
E064,14,High,9,3,0.379,0,1,29.9,15,155.5,11.6,7,1,1,0.294,6,5,7.1
E064,15,High,8,4,0.557,1,1,26.0,14,116.8,13.1,7,1,1,0.373,4,6,8.8
E064,16,High,17,6,0.378,2,2,11.6,21,146.4,13.5,7,1,1,0.379,5,6,8.8
E065,1,Low,15,14,0.959,0,4,105.1,3,7.3,8.5,0,3,0,0.063,1,0,1.8
E065,2,Low,12,11,0.961,0,4,107.7,4,25.8,7.2,1,4,0,0.033,1,0,2.0
E065,3,Low,10,9,0.915,0,6,72.8,3,26.7,8.6,1,3,0,0.047,1,0,1.6
E065,4,Low,12,10,0.898,0,6,103.3,3,25.3,7.5,0,3,0,0.072,0,0,1.9
E065,5,Low,17,16,0.956,0,4,70.4,2,26.9,7.5,1,4,0,0.062,1,1,1.8
E065,6,Low,10,9,0.939,0,6,65.3,5,6.6,7.6,0,4,0,0.067,0,1,1.7
E065,7,Medium,17,13,0.808,1,3,58.5,13,93.4,11.1,3,2,1,0.108,3,3,5.6
E065,8,Medium,16,11,0.746,1,2,57.7,6,46.4,11.9,4,1,0,0.155,2,3,5.0
E065,9,Medium,14,10,0.759,1,3,41.9,12,68.5,11.6,2,2,1,0.178,2,3,4.2
E065,10,Medium,8,6,0.779,1,3,58.1,11,82.7,10.5,3,1,0,0.219,3,2,5.1
E065,11,Medium,9,7,0.795,1,4,46.7,11,97.0,10.0,2,2,0,0.165,2,2,4.4
E065,12,High,10,5,0.556,2,2,26.9,15,105.3,12.5,5,0,2,0.436,4,5,7.7
E065,13,High,17,5,0.334,1,2,11.6,15,106.5,11.5,7,1,1,0.264,4,6,9.2
E065,14,High,10,5,0.591,1,2,23.8,16,128.9,12.4,5,0,1,0.374,5,7,9.9
E065,15,High,14,6,0.475,2,1,20.8,17,152.5,12.4,5,0,2,0.412,4,5,7.5
E065,16,High,9,2,0.302,0,2,26.1,14,171.2,13.4,6,1,1,0.27,5,7,9.2
E066,1,Low,15,12,0.852,0,4,84.9,3,33.4,7.8,1,5,0,0.072,0,1,1.7
E066,2,Low,9,8,0.938,0,4,71.5,2,23.7,8.7,1,3,0,0.057,1,0,1.6
E066,3,Low,11,10,0.987,0,5,100.8,3,14.1,8.8,0,5,0,0.041,1,1,2.1
E066,4,Low,11,9,0.862,0,6,116.7,2,16.1,8.4,1,4,0,0.071,1,0,2.0
E066,5,Low,10,9,0.985,0,6,113.5,5,6.9,8.8,1,5,0,0.063,1,0,1.8
E066,6,Low,17,14,0.874,0,5,86.9,3,35.4,7.6,1,4,0,0.035,1,0,2.1
E066,7,Medium,15,10,0.707,2,4,31.3,6,55.2,11.4,4,1,1,0.227,3,2,5.7
E066,8,Medium,14,11,0.826,1,4,45.5,12,73.8,10.6,2,2,0,0.147,2,4,5.9
E066,9,Medium,17,13,0.817,2,4,59.8,8,70.8,11.0,3,1,0,0.17,2,4,5.0
E066,10,Medium,13,8,0.656,1,4,51.1,12,80.0,9.2,4,1,0,0.185,2,4,4.9
E066,11,Medium,17,13,0.784,1,4,35.7,8,64.9,11.2,3,1,1,0.14,3,4,5.9
E066,12,High,8,4,0.537,1,1,12.4,14,129.5,12.9,5,0,2,0.352,4,6,9.2
E066,13,High,13,7,0.594,1,2,29.8,15,135.9,11.7,5,1,2,0.277,6,5,7.8
E066,14,High,11,3,0.317,0,1,11.8,14,106.5,11.2,6,0,1,0.317,6,6,7.1
E066,15,High,11,3,0.305,1,1,15.5,19,117.4,10.2,7,0,1,0.345,4,5,9.2
E066,16,High,10,4,0.46,1,1,21.2,17,161.5,12.8,7,0,2,0.26,5,7,8.4
E067,1,Low,10,9,0.994,0,5,109.6,3,2.4,9.0,1,4,0,0.041,0,1,1.6
E067,2,Low,16,15,0.945,0,5,113.9,5,25.7,7.4,1,5,0,0.046,0,1,2.8
E067,3,Low,8,7,0.929,0,4,86.4,5,38.3,7.7,0,5,0,0.021,1,0,2.7
E067,4,Low,17,16,0.985,1,5,111.1,3,34.6,8.5,1,4,0,0.076,0,1,1.9
E067,5,Low,10,9,0.985,0,5,107.2,3,37.7,7.4,1,4,0,0.021,1,0,1.9
E067,6,Low,9,8,0.979,0,6,108.7,5,24.4,7.7,1,5,0,0.07,0,0,2.9
